"","articleID","Title","short.title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"28",28,"Treating depression during pregnancy and the postpartum: A preliminary meta-analysis","treatingdepressionduringpregnancyandthepostpartumapreliminarymetaanalysis","Bledsoe, SE; Grote, NK","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2006","2006","16","2","","","","109","120","","10.1177/1049731505282202","","","37","4.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,3,5,6,4,0
"29",29,"Capacity-to-consent in psychiatric research: Development and preliminary testing of a screening tool","capacitytoconsentinpsychiatricresearchdevelopmentandpreliminarytestingofascreeningtool","Zayas, LH; Cabassa, LJ; Perez, MC","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2005","2005","15","6","","","","545","556","","10.1177/1049731505275867","","","37","3.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,5,5,2,3,7,0
"30",30,"Intervention research in social work: Recent advances and continuing challenges","interventionresearchinsocialworkrecentadvancesandcontinuingchallenges","Fraser, MW","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2004","2004","14","3","","","","210","222","","10.1177/1049731503262150","","","37","3.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,4,5,3,6,1,4,0
"31",31,"Applying Diffusion of Innovation Theory to Intervention Development","applyingdiffusionofinnovationtheorytointerventiondevelopment","Dearing, James W.","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2009","2009","19","5","","","","503","518","","10.1177/1049731509335569","","","36","6.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,8,0
"32",32,"THEORETICAL AND PRACTICAL ISSUES IN SELECTING A MEASURE OF FAMILY FUNCTIONING","theoreticalandpracticalissuesinselectingameasureoffamilyfunctioning","TUTTY, LM","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1995","1995","5","1","","","","80","106","","10.1177/104973159500500107","","","36","1.80",0,0,0,0,0,0,0,2,2,0,1,7,3,0,2,1,1,0,0,2,3,4,4,1,3,0
"33",33,"BIAS AMONG AFRICAN-AMERICANS REGARDING SKIN COLOR - IMPLICATIONS FOR SOCIAL-WORK-PRACTICE","biasamongafricanamericansregardingskincolorimplicationsforsocialworkpractice","HALL, RE","","","","RESEARCH ON SOCIAL WORK PRACTICE","OCT 1992","1992","2","4","","","","479","486","","10.1177/104973159200200404","","","36","1.57",0,0,0,0,0,1,2,1,1,1,4,2,5,0,3,4,0,1,1,2,5,0,1,1,1,0
"34",34,"RELIABILITY OF THE FOSTER-CARE PLACEMENT DECISION - A REVIEW","reliabilityofthefostercareplacementdecisionareview","LINDSEY, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1992","1992","2","1","","","","65","80","","10.1177/104973159200200106","","","36","1.57",0,0,0,0,0,2,2,2,1,0,2,2,1,3,1,5,4,0,2,0,2,5,0,1,1,0
"35",35,"Are mainstream programs for juvenile delinquency less effective with minority youth than majority youth? A meta-analysis of outcomes research","aremainstreamprogramsforjuveniledelinquencylesseffectivewithminorityyouththanmajorityyouthametaanalysisofoutcomesresearch","Wilson, SJ; Lipsey, MW; Soydan, H","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2003","2003","13","1","","","","3","26","","10.1177/1049731502238754","","","35","2.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,6,2,4,1,3,2,3,0
"36",36,"Influencing social workers to use research evidence in practice: Lessons from medicine and the allied health professions","influencingsocialworkerstouseresearchevidenceinpracticelessonsfrommedicineandthealliedhealthprofessions","Gira, EC; Kessler, ML; Poertner, J","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2004","2004","14","2","","","","68","79","","10.1177/10497315032620128","","","34","3.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,7,5,2,4,2,6,0,0
"37",37,"From knowledge production to implementation: Research challenges and imperatives","fromknowledgeproductiontoimplementationresearchchallengesandimperatives","Proctor, Enola K.; Rosen, Aaron","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2008","2008","18","4","","","","285","291","","10.1177/1049731507302263","International Conference on What Works - Modernizing the Knowledge Base of Social Work","NOV 10-12, 2005","33","4.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,3,10,9,0
"38",38,"Effective family-based interventions for adolescents with substance use problems: A systematic review","effectivefamilybasedinterventionsforadolescentswithsubstanceuseproblemsasystematicreview","Austin, AM; Macgowan, MJ; Wagner, EF","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2005","2005","15","2","","","","67","83","","10.1177/1049731504271606","","","33","3.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,3,2,3,9,4,0
"39",39,"Program completion and re-arrest in a batterer intervention system","programcompletionandrearrestinabattererinterventionsystem","Bennett, Larry W.; Stoops, Charles; Call, Christine; Flett, Heather","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2007","2007","17","1","","","","42","54","","10.1177/1049731506293729","","","31","3.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,6,6,5,0
"40",40,"Measuring stigma in older and younger adults with HIV/AIDS: An analysis of an HIV stigma scale and initial exploration of subscales","measuringstigmainolderandyoungeradultswithhivaidsananalysisofanhivstigmascaleandinitialexplorationofsubscales","Emlet, C","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2005","2005","15","4","","","","291","300","","10.1177/1049731504273250","","","31","3.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,1,4,5,2,7,0
"41",41,"Reducing juvenile recidivism: Evaluating the wraparound services model","reducingjuvenilerecidivismevaluatingthewraparoundservicesmodel","Carney, MM; Buttell, F","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2003","2003","13","5","","","","551","568","","10.1177/1049731503253364","","","31","2.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,5,3,1,4,0
"42",42,"Social work: An authority-based profession","socialworkanauthoritybasedprofession","Gambrill, E","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2001","2001","11","2","","","","166","175","","","","","31","2.21",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,2,3,5,2,4,2,0,2,0
"43",43,"COGNITIVE-BEHAVIORAL TREATMENT OF PERFECTIONISM - INITIAL EVALUATION STUDIES","cognitivebehavioraltreatmentofperfectionisminitialevaluationstudies","FERGUSON, KL; RODWAY, MR","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 1994","1994","4","3","","","","283","308","","10.1177/104973159400400302","","","31","1.48",0,0,0,0,0,0,0,0,1,0,3,4,1,0,1,0,1,5,5,0,1,3,5,1,0,0
"44",44,"A CHECKLIST FOR THE EXAMINATION OF CULTURAL COMPETENCE IN SOCIAL-SERVICE AGENCIES","achecklistfortheexaminationofculturalcompetenceinsocialserviceagencies","DANA, RH; BEHN, JD; GONWA, T","","","","RESEARCH ON SOCIAL WORK PRACTICE","APR 1992","1992","2","2","","","","220","233","","10.1177/104973159200200208","","","31","1.35",0,0,0,0,0,2,3,2,2,2,2,1,0,6,1,1,1,1,2,3,1,1,0,0,0,0
"45",45,"EVALUATING THE EFFECTIVENESS OF FOSTER PARENT TRAINING","evaluatingtheeffectivenessoffosterparenttraining","LEE, JH; HOLLAND, TP","","","","RESEARCH ON SOCIAL WORK PRACTICE","APR 1991","1991","1","2","","","","162","174","","10.1177/104973159100100204","","","31","1.29",0,0,1,0,0,0,2,0,3,1,0,5,0,1,3,2,0,1,5,1,0,2,0,4,0,0
"46",46,"Examining the effectiveness of solution-focused brief therapy: A meta-analysis","examiningtheeffectivenessofsolutionfocusedbrieftherapyametaanalysis","Kim, Johnny S.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2008","2008","18","2","","","","107","116","","10.1177/1049731507307807","19th National Symposium on Doctoral Research in Social Work","APR   21, 2007","30","4.29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,6,6,3,0
"47",47,"Reliability and validity of a Spanish version of the Posttraumatic Growth Inventory","reliabilityandvalidityofaspanishversionoftheposttraumaticgrowthinventory","Weiss, T; Berger, R","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2006","2006","16","2","","","","191","199","","10.1177/1049731505281374","","","30","3.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,2,4,6,6,0
"48",48,"The role of organizational variables in predicting service effectiveness: An analysis of a multilevel model","theroleoforganizationalvariablesinpredictingserviceeffectivenessananalysisofamultilevelmodel","Yoo, J; Brooks, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2005","2005","15","4","","","","267","277","","10.1177/10497315052755868","","","30","3.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,6,5,6,0
"49",49,"Creating and validating rapid assessment instruments for practice and research: Part 1","creatingandvalidatingrapidassessmentinstrumentsforpracticeandresearchpart1","Springer, DW; Abell, N; Hudson, WW","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2002","2002","12","3","","","","408","439","","10.1177/1049731502012003005","","","30","2.31",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,2,1,3,3,4,3,3,0
"50",50,"Is social work a profession? (Reprinted)","issocialworkaprofessionreprinted","Flexner, A","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2001","2001","11","2","","","","152","165","","","","","30","2.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,1,4,4,4,8,0
"51",51,"DEFINING AND MEASURING SOCIAL SUPPORT - GUIDELINES FOR SOCIAL-WORK PRACTITIONERS","definingandmeasuringsocialsupportguidelinesforsocialworkpractitioners","STREETER, CL; FRANKLIN, C","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1992","1992","2","1","","","","81","98","","10.1177/104973159200200107","","","30","1.30",0,0,1,0,0,2,5,4,4,0,3,1,1,0,1,1,0,4,0,1,1,1,0,0,0,0
"52",52,"What Is Implementation Research? Rationale, Concepts, and Practices","whatisimplementationresearchrationaleconceptsandpractices","Bhattacharyya, Onil; Reeves, Scott; Zwarenstein, Merrick","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2009","2009","19","5","","","","491","502","","10.1177/1049731509335528","","","29","4.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,9,8,0
"53",53,"Significance of peer social support with dually diagnosed clients: Findings from a pilot study","significanceofpeersocialsupportwithduallydiagnosedclientsfindingsfromapilotstudy","Klein, AR; Cnaan, RA; Whitecraft, J","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 1998","1998","8","5","","","","529","551","","10.1177/104973159800800503","","","29","1.71",0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,2,2,2,3,3,3,1,2,2,0
"54",54,"The client satisfaction inventory: Results of an initial validation study","theclientsatisfactioninventoryresultsofaninitialvalidationstudy","McMurtry, SL; Hudson, WW","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2000","2000","10","5","","","","644","663","","","","","28","1.87",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,4,4,4,1,3,1,4,0
"55",55,"Post-shelter services: The efficacy of follow-up programs for abused women","postshelterservicestheefficacyoffollowupprogramsforabusedwomen","Tutty, LM","","","","RESEARCH ON SOCIAL WORK PRACTICE","OCT 1996","1996","6","4","","","","425","441","","10.1177/104973159600600402","","","28","1.47",0,0,0,0,0,0,0,0,1,1,4,1,2,2,3,3,1,1,2,3,1,1,1,0,1,0
"56",56,"A SCALE FOR MEASURING SOCIAL-WORKER EMPOWERMENT","ascaleformeasuringsocialworkerempowerment","FRANS, DJ","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 1993","1993","3","3","","","","312","328","","10.1177/104973159300300305","","","28","1.27",0,0,0,0,0,0,2,1,2,1,0,0,1,3,1,3,1,2,1,2,3,1,3,1,0,0
"57",57,"EFFECTS OF A SKILLS TRAINING INTERVENTION WITH JUVENILE DELINQUENTS","effectsofaskillstraininginterventionwithjuveniledelinquents","HAWKINS, JD; JENSON, JM; CATALANO, RF; WELLS, EA","","","","RESEARCH ON SOCIAL WORK PRACTICE","APR 1991","1991","1","2","","","","107","121","","10.1177/104973159100100201","","","28","1.17",0,1,0,1,1,2,1,2,4,3,0,2,2,0,1,0,1,0,0,1,3,0,1,2,0,0
"58",58,"The Chinese Positive Youth Development Scale: A validation study","thechinesepositiveyouthdevelopmentscaleavalidationstudy","Shek, Daniel T. L.; Sin, Andrew Mm. H.; Lee, Tak Yan","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2007","2007","17","3","","","","380","391","","10.1177/1049731506296196","","","27","3.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,5,6,5,0
"59",59,"The effects of PTSD on treatment adherence, drug relapse, and criminal recidivism in a sample of incarcerated men and women","theeffectsofptsdontreatmentadherencedrugrelapseandcriminalrecidivisminasampleofincarceratedmenandwomen","Kubiak, SP","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2004","2004","14","6","","","","424","433","","10.1177/1049731504265837","","","27","2.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,4,3,3,6,0
"60",60,"Cognitive pretesting and the developmental validity of child self-report instruments: Theory and applications","cognitivepretestingandthedevelopmentalvalidityofchildselfreportinstrumentstheoryandapplications","Woolley, ME; Bowen, GL; Bowen, NK","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2004","2004","14","3","","","","191","200","","10.1177/1049731503257882","","","27","2.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,4,4,3,6,1,0
"61",61,"Short-term outcomes for youth receiving runaway and homeless shelter services","shorttermoutcomesforyouthreceivingrunawayandhomelessshelterservices","Thompson, SJ; Pollio, DE; Constantine, J; Reid, D; Nebbitt, V","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2002","2002","12","5","","","","589","603","","10.1177/1049731502012005001","","","27","2.08",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,2,1,4,3,2,0
"62",62,"Assessment of family functioning in Chinese adolescents: The Chinese version of the Family Assessment Device","assessmentoffamilyfunctioninginchineseadolescentsthechineseversionofthefamilyassessmentdevice","Shek, DTL","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2002","2002","12","4","","","","502","524","","10.1177/1049731502012004003","","","27","2.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,4,5,6,4,0
